s,epsilon,epsilon_plus_alpha_s,lambda_kappa_0,lambda_kappa_0_5,lambda_kappa_1,dlnY_dz_kappa_0,dlnY_dz_kappa_0_5,dlnY_dz_kappa_1,dlnR_dz_kappa_0,dlnR_dz_kappa_0_5,dlnR_dz_kappa_1,sign_region_kappa_0,sign_region_kappa_0_5,sign_region_kappa_1,peak_s_kappa_0,peak_s_kappa_0_5,peak_s_kappa_1,peak_lambda_kappa_0,peak_lambda_kappa_0_5,peak_lambda_kappa_1
0.8820000000,0.1000000000,0.4087000000,0.1114953723,0.0807598926,0.0411027194,-0.0114953723,0.0192401074,0.0588972806,0.2972046277,0.3279401074,0.3675972806,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8840000000,0.1000000000,0.4094000000,0.1097757581,0.0795299641,0.0404870271,-0.0097757581,0.0204700359,0.0595129729,0.2996242419,0.3298700359,0.3689129729,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8860000000,0.1000000000,0.4101000000,0.1080500386,0.0782951054,0.0398685012,-0.0080500386,0.0217048946,0.0601314988,0.3020499614,0.3318048946,0.3702314988,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8880000000,0.1000000000,0.4108000000,0.1063182268,0.0770553242,0.0392471437,-0.0063182268,0.0229446758,0.0607528563,0.3044817732,0.3337446758,0.3715528563,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8900000000,0.1000000000,0.4115000000,0.1045803357,0.0758106281,0.0386229570,-0.0045803357,0.0241893719,0.0613770430,0.3069196643,0.3356893719,0.3728770430,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8920000000,0.1000000000,0.4122000000,0.1028363784,0.0745610248,0.0379959432,-0.0028363784,0.0254389752,0.0620040568,0.3093636216,0.3376389752,0.3742040568,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8940000000,0.1000000000,0.4129000000,0.1010863678,0.0733065217,0.0373661046,-0.0010863678,0.0266934783,0.0626338954,0.3118136322,0.3395934783,0.3755338954,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8960000000,0.1000000000,0.4136000000,0.0993303167,0.0720471266,0.0367334435,0.0006696833,0.0279528734,0.0632665565,0.3142696833,0.3415528734,0.3768665565,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8980000000,0.1000000000,0.4143000000,0.0975682381,0.0707828469,0.0360979619,0.0024317619,0.0292171531,0.0639020381,0.3167317619,0.3435171531,0.3782020381,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9000000000,0.1000000000,0.4150000000,0.0958001448,0.0695136902,0.0354596623,0.0041998552,0.0304863098,0.0645403377,0.3191998552,0.3454863098,0.3795403377,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9020000000,0.1000000000,0.4157000000,0.0940260496,0.0682396641,0.0348185467,0.0059739504,0.0317603359,0.0651814533,0.3216739504,0.3474603359,0.3808814533,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9040000000,0.1000000000,0.4164000000,0.0922459652,0.0669607760,0.0341746175,0.0077540348,0.0330392240,0.0658253825,0.3241540348,0.3494392240,0.3822253825,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9060000000,0.1000000000,0.4171000000,0.0904599043,0.0656770334,0.0335278767,0.0095400957,0.0343229666,0.0664721233,0.3266400957,0.3514229666,0.3835721233,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9080000000,0.1000000000,0.4178000000,0.0886678797,0.0643884439,0.0328783267,0.0113321203,0.0356115561,0.0671216733,0.3291321203,0.3534115561,0.3849216733,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9100000000,0.1000000000,0.4185000000,0.0868699040,0.0630950149,0.0322259696,0.0131300960,0.0369049851,0.0677740304,0.3316300960,0.3554049851,0.3862740304,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9120000000,0.1000000000,0.4192000000,0.0850659898,0.0617967538,0.0315708077,0.0149340102,0.0382032462,0.0684291923,0.3341340102,0.3574032462,0.3876291923,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9140000000,0.1000000000,0.4199000000,0.0832561498,0.0604936681,0.0309128432,0.0167438502,0.0395063319,0.0690871568,0.3366438502,0.3594063319,0.3889871568,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9160000000,0.1000000000,0.4206000000,0.0814403963,0.0591857652,0.0302520782,0.0185596037,0.0408142348,0.0697479218,0.3391596037,0.3614142348,0.3903479218,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9180000000,0.1000000000,0.4213000000,0.0796187420,0.0578730525,0.0295885150,0.0203812580,0.0421269475,0.0704114850,0.3416812580,0.3634269475,0.3917114850,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9200000000,0.1000000000,0.4220000000,0.0777911993,0.0565555375,0.0289221557,0.0222088007,0.0434444625,0.0710778443,0.3442088007,0.3654444625,0.3930778443,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9220000000,0.1000000000,0.4227000000,0.0759577807,0.0552332274,0.0282530026,0.0240422193,0.0447667726,0.0717469974,0.3467422193,0.3674667726,0.3944469974,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9240000000,0.1000000000,0.4234000000,0.0741184985,0.0539061297,0.0275810578,0.0258815015,0.0460938703,0.0724189422,0.3492815015,0.3694938703,0.3958189422,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9260000000,0.1000000000,0.4241000000,0.0722733652,0.0525742516,0.0269063236,0.0277266348,0.0474257484,0.0730936764,0.3518266348,0.3715257484,0.3971936764,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9280000000,0.1000000000,0.4248000000,0.0704223930,0.0512376006,0.0262288022,0.0295776070,0.0487623994,0.0737711978,0.3543776070,0.3735623994,0.3985711978,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9300000000,0.1000000000,0.4255000000,0.0685655943,0.0498961839,0.0255484956,0.0314344057,0.0501038161,0.0744515044,0.3569344057,0.3756038161,0.3999515044,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9320000000,0.1000000000,0.4262000000,0.0667029814,0.0485500089,0.0248654062,0.0332970186,0.0514499911,0.0751345938,0.3594970186,0.3776499911,0.4013345938,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9340000000,0.1000000000,0.4269000000,0.0648345663,0.0471990828,0.0241795360,0.0351654337,0.0528009172,0.0758204640,0.3620654337,0.3797009172,0.4027204640,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9360000000,0.1000000000,0.4276000000,0.0629603615,0.0458434129,0.0234908874,0.0370396385,0.0541565871,0.0765091126,0.3646396385,0.3817565871,0.4041091126,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9380000000,0.1000000000,0.4283000000,0.0610803790,0.0444830065,0.0227994623,0.0389196210,0.0555169935,0.0772005377,0.3672196210,0.3838169935,0.4055005377,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9400000000,0.1000000000,0.4290000000,0.0591946309,0.0431178707,0.0221052632,0.0408053691,0.0568821293,0.0778947368,0.3698053691,0.3858821293,0.4068947368,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9420000000,0.1000000000,0.4297000000,0.0573031293,0.0417480129,0.0214082920,0.0426968707,0.0582519871,0.0785917080,0.3723968707,0.3879519871,0.4082917080,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9440000000,0.1000000000,0.4304000000,0.0554058864,0.0403734402,0.0207085510,0.0445941136,0.0596265598,0.0792914490,0.3749941136,0.3900265598,0.4096914490,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9460000000,0.1000000000,0.4311000000,0.0535029141,0.0389941599,0.0200060423,0.0464970859,0.0610058401,0.0799939577,0.3775970859,0.3921058401,0.4110939577,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9480000000,0.1000000000,0.4318000000,0.0515942244,0.0376101791,0.0193007681,0.0484057756,0.0623898209,0.0806992319,0.3802057756,0.3941898209,0.4124992319,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9500000000,0.1000000000,0.4325000000,0.0496798292,0.0362215049,0.0185927307,0.0503201708,0.0637784951,0.0814072693,0.3828201708,0.3962784951,0.4139072693,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9520000000,0.1000000000,0.4332000000,0.0477597406,0.0348281447,0.0178819320,0.0522402594,0.0651718553,0.0821180680,0.3854402594,0.3983718553,0.4153180680,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9540000000,0.1000000000,0.4339000000,0.0458339704,0.0334301054,0.0171683744,0.0541660296,0.0665698946,0.0828316256,0.3880660296,0.4004698946,0.4167316256,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9560000000,0.1000000000,0.4346000000,0.0439025305,0.0320273942,0.0164520599,0.0560974695,0.0679726058,0.0835479401,0.3906974695,0.4025726058,0.4181479401,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9580000000,0.1000000000,0.4353000000,0.0419654326,0.0306200182,0.0157329907,0.0580345674,0.0693799818,0.0842670093,0.3933345674,0.4046799818,0.4195670093,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9600000000,0.1000000000,0.4360000000,0.0400226886,0.0292079845,0.0150111690,0.0599773114,0.0707920155,0.0849888310,0.3959773114,0.4067920155,0.4209888310,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9620000000,0.1000000000,0.4367000000,0.0380743102,0.0277913003,0.0142865969,0.0619256898,0.0722086997,0.0857134031,0.3986256898,0.4089086997,0.4224134031,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9640000000,0.1000000000,0.4374000000,0.0361203093,0.0263699725,0.0135592766,0.0638796907,0.0736300275,0.0864407234,0.4012796907,0.4110300275,0.4238407234,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9660000000,0.1000000000,0.4381000000,0.0341606974,0.0249440082,0.0128292102,0.0658393026,0.0750559918,0.0871707898,0.4039393026,0.4131559918,0.4252707898,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9680000000,0.1000000000,0.4388000000,0.0321954862,0.0235134145,0.0120963999,0.0678045138,0.0764865855,0.0879036001,0.4066045138,0.4152865855,0.4267036001,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9700000000,0.1000000000,0.4395000000,0.0302246873,0.0220781984,0.0113608477,0.0697753127,0.0779218016,0.0886391523,0.4092753127,0.4174218016,0.4281391523,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9720000000,0.1000000000,0.4402000000,0.0282483125,0.0206383668,0.0106225559,0.0717516875,0.0793616332,0.0893774441,0.4119516875,0.4195616332,0.4295774441,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9740000000,0.1000000000,0.4409000000,0.0262663731,0.0191939269,0.0098815266,0.0737336269,0.0808060731,0.0901184734,0.4146336269,0.4217060731,0.4310184734,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9760000000,0.1000000000,0.4416000000,0.0242788809,0.0177448855,0.0091377619,0.0757211191,0.0822551145,0.0908622381,0.4173211191,0.4238551145,0.4324622381,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9780000000,0.1000000000,0.4423000000,0.0222858472,0.0162912497,0.0083912640,0.0777141528,0.0837087503,0.0916087360,0.4200141528,0.4260087503,0.4339087360,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9800000000,0.1000000000,0.4430000000,0.0202872835,0.0148330263,0.0076420349,0.0797127165,0.0851669737,0.0923579651,0.4227127165,0.4281669737,0.4353579651,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9820000000,0.1000000000,0.4437000000,0.0182832013,0.0133702224,0.0068900768,0.0817167987,0.0866297776,0.0931099232,0.4254167987,0.4303297776,0.4368099232,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9840000000,0.1000000000,0.4444000000,0.0162736120,0.0119028449,0.0061353919,0.0837263880,0.0880971551,0.0938646081,0.4281263880,0.4324971551,0.4382646081,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9860000000,0.1000000000,0.4451000000,0.0142585269,0.0104309006,0.0053779823,0.0857414731,0.0895690994,0.0946220177,0.4308414731,0.4346690994,0.4397220177,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9880000000,0.1000000000,0.4458000000,0.0122379575,0.0089543965,0.0046178500,0.0877620425,0.0910456035,0.0953821500,0.4335620425,0.4368456035,0.4411821500,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9900000000,0.1000000000,0.4465000000,0.0102119150,0.0074733395,0.0038549972,0.0897880850,0.0925266605,0.0961450028,0.4362880850,0.4390266605,0.4426450028,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9920000000,0.1000000000,0.4472000000,0.0081804106,0.0059877363,0.0030894261,0.0918195894,0.0940122637,0.0969105739,0.4390195894,0.4412122637,0.4441105739,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9940000000,0.1000000000,0.4479000000,0.0061434558,0.0044975940,0.0023211387,0.0938565442,0.0955024060,0.0976788613,0.4417565442,0.4434024060,0.4455788613,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9960000000,0.1000000000,0.4486000000,0.0041010616,0.0030029193,0.0015501371,0.0958989384,0.0969970807,0.0984498629,0.4444989384,0.4455970807,0.4470498629,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9980000000,0.1000000000,0.4493000000,0.0020532393,0.0015037190,0.0007764235,0.0979467607,0.0984962810,0.0992235765,0.4472467607,0.4477962810,0.4485235765,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
1.0000000000,0.1000000000,0.4500000000,0.0000000000,0.0000000000,0.0000000000,0.1000000000,0.1000000000,0.1000000000,0.4500000000,0.4500000000,0.4500000000,both_rise,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
