scenario,z,G,nominal_effect,real_effect,nominal_income,real_income,regime
reverse_consumer_capture_gap,0.5,0.06,0.07336766115077976,0.3412834552183274,2.3353113855504937,2.494031734556042,0
reverse_consumer_capture_gap,0.5,0.07,0.07336766115077976,0.3412834552183274,2.3353113855504937,2.494031734556042,0
reverse_consumer_capture_gap,0.5,0.08,0.07336766115077976,0.3412834552183274,2.3353113855504937,2.494031734556042,0
reverse_consumer_capture_gap,0.5,0.09,0.07336766115077976,0.3412834552183274,2.3353113855504937,2.494031734556042,0
reverse_consumer_capture_gap,0.5,0.1,0.07336766115077976,0.3412834552183274,2.3353113855504937,2.494031734556042,0
reverse_consumer_capture_gap,0.5,0.11,0.07336766115077976,0.3412834552183274,2.3353113855504937,2.494031734556042,0
reverse_consumer_capture_gap,0.5,0.12,0.07336766115077976,0.3412834552183274,2.3353113855504937,2.494031734556042,0
reverse_consumer_capture_gap,0.5,0.13,0.07336766115077976,0.3412834552183274,2.3353113855504937,2.494031734556042,0
reverse_consumer_capture_gap,0.5,0.14,0.07336766115077976,0.3412834552183274,2.3353113855504937,2.494031734556042,0
reverse_consumer_capture_gap,0.5,0.15,0.07336766115077976,0.3412834552183274,2.3353113855504937,2.494031734556042,0
